state,abbreviation,area (sq. mi),state/region,ages,year,population
New Hampshire,NH,9351.0,NH,total,1991,1109929
New Hampshire,NH,9351.0,NH,under18,1991,281127
New Hampshire,NH,9351.0,NH,under18,1994,295563
New Hampshire,NH,9351.0,NH,total,1994,1142561
New Hampshire,NH,9351.0,NH,total,1993,1129458
New Hampshire,NH,9351.0,NH,under18,1993,290409
New Hampshire,NH,9351.0,NH,under18,1992,286314
New Hampshire,NH,9351.0,NH,total,1992,1117785
New Hampshire,NH,9351.0,NH,under18,1996,300161
New Hampshire,NH,9351.0,NH,total,1996,1174719
New Hampshire,NH,9351.0,NH,total,1995,1157561
New Hampshire,NH,9351.0,NH,under18,1995,298246
New Hampshire,NH,9351.0,NH,under18,1998,307292
New Hampshire,NH,9351.0,NH,total,1998,1205941
New Hampshire,NH,9351.0,NH,total,1997,1189425
New Hampshire,NH,9351.0,NH,under18,1997,302834
New Hampshire,NH,9351.0,NH,total,2000,1239882
New Hampshire,NH,9351.0,NH,under18,2000,310352
New Hampshire,NH,9351.0,NH,total,1999,1222015
New Hampshire,NH,9351.0,NH,under18,1999,308423
New Hampshire,NH,9351.0,NH,total,2001,1255517
New Hampshire,NH,9351.0,NH,under18,2001,311877
New Hampshire,NH,9351.0,NH,total,2002,1269089
New Hampshire,NH,9351.0,NH,under18,2002,312743
New Hampshire,NH,9351.0,NH,total,2004,1290121
New Hampshire,NH,9351.0,NH,under18,2004,309243
New Hampshire,NH,9351.0,NH,total,2003,1279840
New Hampshire,NH,9351.0,NH,under18,2003,311412
New Hampshire,NH,9351.0,NH,total,2005,1298492
New Hampshire,NH,9351.0,NH,under18,2005,307403
New Hampshire,NH,9351.0,NH,total,2006,1308389
New Hampshire,NH,9351.0,NH,under18,2006,305169
New Hampshire,NH,9351.0,NH,total,2008,1315906
New Hampshire,NH,9351.0,NH,under18,2008,296029
New Hampshire,NH,9351.0,NH,total,2007,1312540
New Hampshire,NH,9351.0,NH,under18,2007,300918
New Hampshire,NH,9351.0,NH,under18,2013,271122
New Hampshire,NH,9351.0,NH,total,2009,1316102
New Hampshire,NH,9351.0,NH,under18,2009,290850
New Hampshire,NH,9351.0,NH,total,2013,1323459
New Hampshire,NH,9351.0,NH,total,2010,1316614
New Hampshire,NH,9351.0,NH,under18,2010,285702
New Hampshire,NH,9351.0,NH,total,2011,1318075
New Hampshire,NH,9351.0,NH,under18,2011,280486
New Hampshire,NH,9351.0,NH,under18,2012,275818
New Hampshire,NH,9351.0,NH,total,2012,1321617
New Jersey,NJ,8722.0,NJ,total,2012,8867749
New Jersey,NJ,8722.0,NJ,under18,2012,2035106
New Jersey,NJ,8722.0,NJ,under18,2011,2049453
New Jersey,NJ,8722.0,NJ,total,2011,8836639
New Jersey,NJ,8722.0,NJ,under18,2010,2062013
New Jersey,NJ,8722.0,NJ,total,2010,8802707
New Jersey,NJ,8722.0,NJ,total,2013,8899339
New Jersey,NJ,8722.0,NJ,total,2009,8755602
New Jersey,NJ,8722.0,NJ,under18,2009,2068684
New Jersey,NJ,8722.0,NJ,under18,2013,2022117
New Jersey,NJ,8722.0,NJ,total,2007,8677885
New Jersey,NJ,8722.0,NJ,under18,2007,2091023
New Jersey,NJ,8722.0,NJ,total,2008,8711090
New Jersey,NJ,8722.0,NJ,under18,2008,2076366
New Jersey,NJ,8722.0,NJ,total,2006,8661679
New Jersey,NJ,8722.0,NJ,under18,2006,2106403
New Jersey,NJ,8722.0,NJ,total,2005,8651974
New Jersey,NJ,8722.0,NJ,under18,2005,2121878
New Jersey,NJ,8722.0,NJ,total,2003,8601402
New Jersey,NJ,8722.0,NJ,under18,2003,2126014
New Jersey,NJ,8722.0,NJ,total,2004,8634561
New Jersey,NJ,8722.0,NJ,under18,2004,2129051
New Jersey,NJ,8722.0,NJ,total,2002,8552643
New Jersey,NJ,8722.0,NJ,under18,2002,2116591
New Jersey,NJ,8722.0,NJ,total,2001,8492671
New Jersey,NJ,8722.0,NJ,under18,2001,2102838
New Jersey,NJ,8722.0,NJ,total,1999,8359592
New Jersey,NJ,8722.0,NJ,under18,1999,2066678
New Jersey,NJ,8722.0,NJ,total,2000,8430621
New Jersey,NJ,8722.0,NJ,under18,2000,2088885
New Jersey,NJ,8722.0,NJ,total,1997,8218808
New Jersey,NJ,8722.0,NJ,under18,1997,2028349
New Jersey,NJ,8722.0,NJ,under18,1998,2042080
New Jersey,NJ,8722.0,NJ,total,1998,8287418
New Jersey,NJ,8722.0,NJ,total,1995,8083242
New Jersey,NJ,8722.0,NJ,under18,1995,1997187
New Jersey,NJ,8722.0,NJ,under18,1996,2016502
New Jersey,NJ,8722.0,NJ,total,1996,8149596
New Jersey,NJ,8722.0,NJ,under18,1992,1890108
New Jersey,NJ,8722.0,NJ,total,1992,7880508
New Jersey,NJ,8722.0,NJ,total,1993,7948915
New Jersey,NJ,8722.0,NJ,under18,1993,1928623
New Jersey,NJ,8722.0,NJ,under18,1994,1968232
New Jersey,NJ,8722.0,NJ,total,1994,8014306
New Jersey,NJ,8722.0,NJ,total,1991,7814676
New Jersey,NJ,8722.0,NJ,under18,1991,1849605
New Jersey,NJ,8722.0,NJ,under18,1990,1818187
New Jersey,NJ,8722.0,NJ,total,1990,7762963
New Mexico,NM,121593.0,NM,total,1990,1521574
New Mexico,NM,121593.0,NM,under18,1990,453538
New Mexico,NM,121593.0,NM,under18,1991,461811
New Mexico,NM,121593.0,NM,total,1991,1555305
New Mexico,NM,121593.0,NM,under18,1994,497542
New Mexico,NM,121593.0,NM,under18,1993,487742
New Mexico,NM,121593.0,NM,total,1993,1636453
New Mexico,NM,121593.0,NM,total,1992,1595442
New Mexico,NM,121593.0,NM,under18,1992,473176
New Mexico,NM,121593.0,NM,total,1994,1682398
New Mexico,NM,121593.0,NM,under18,1996,508100
New Mexico,NM,121593.0,NM,total,1995,1720394
New Mexico,NM,121593.0,NM,under18,1995,504558
New Mexico,NM,121593.0,NM,total,1996,1752326
New Mexico,NM,121593.0,NM,under18,1998,512801
New Mexico,NM,121593.0,NM,total,1998,1793484
New Mexico,NM,121593.0,NM,total,1997,1774839
New Mexico,NM,121593.0,NM,under18,1997,514500
New Mexico,NM,121593.0,NM,under18,1999,511135
New Mexico,NM,121593.0,NM,total,1999,1808082
New Mexico,NM,121593.0,NM,total,2000,1821204
New Mexico,NM,121593.0,NM,under18,2000,508132
New Mexico,NM,121593.0,NM,total,2001,1831690
New Mexico,NM,121593.0,NM,under18,2001,503404
New Mexico,NM,121593.0,NM,total,2002,1855309
New Mexico,NM,121593.0,NM,under18,2002,502779
New Mexico,NM,121593.0,NM,total,2004,1903808
New Mexico,NM,121593.0,NM,under18,2004,501184
New Mexico,NM,121593.0,NM,total,2003,1877574
New Mexico,NM,121593.0,NM,under18,2003,500777
New Mexico,NM,121593.0,NM,total,2005,1932274
New Mexico,NM,121593.0,NM,under18,2005,502612
New Mexico,NM,121593.0,NM,total,2006,1962137
New Mexico,NM,121593.0,NM,under18,2006,505125
New Mexico,NM,121593.0,NM,total,2008,2010662
New Mexico,NM,121593.0,NM,under18,2008,511214
New Mexico,NM,121593.0,NM,total,2007,1990070
New Mexico,NM,121593.0,NM,under18,2007,508725
New Mexico,NM,121593.0,NM,under18,2013,507540
New Mexico,NM,121593.0,NM,total,2013,2085287
New Mexico,NM,121593.0,NM,total,2009,2036802
New Mexico,NM,121593.0,NM,under18,2009,515470
New Mexico,NM,121593.0,NM,total,2010,2064982
New Mexico,NM,121593.0,NM,under18,2010,518763
New Mexico,NM,121593.0,NM,under18,2011,516513
New Mexico,NM,121593.0,NM,total,2011,2077919
New Mexico,NM,121593.0,NM,under18,2012,512314
New Mexico,NM,121593.0,NM,total,2012,2083540
New York,NY,54475.0,NY,total,2012,19576125
New York,NY,54475.0,NY,under18,2012,4264694
New York,NY,54475.0,NY,total,2011,19502728
New York,NY,54475.0,NY,under18,2011,4294555
New York,NY,54475.0,NY,under18,2010,4318033
New York,NY,54475.0,NY,total,2010,19398228
New York,NY,54475.0,NY,total,2009,19307066
New York,NY,54475.0,NY,under18,2009,4342926
New York,NY,54475.0,NY,total,2013,19651127
New York,NY,54475.0,NY,under18,2013,4239976
New York,NY,54475.0,NY,total,2007,19132335
New York,NY,54475.0,NY,under18,2007,4410949
New York,NY,54475.0,NY,total,2008,19212436
New York,NY,54475.0,NY,under18,2008,4372170
New York,NY,54475.0,NY,total,2006,19104631
New York,NY,54475.0,NY,under18,2006,4457777
New York,NY,54475.0,NY,total,2005,19132610
New York,NY,54475.0,NY,under18,2005,4514456
New York,NY,54475.0,NY,total,2003,19175939
New York,NY,54475.0,NY,under18,2003,4619506
New York,NY,54475.0,NY,total,2004,19171567
New York,NY,54475.0,NY,under18,2004,4574065
New York,NY,54475.0,NY,total,2002,19137800
New York,NY,54475.0,NY,under18,2002,4652232
New York,NY,54475.0,NY,total,2001,19082838
New York,NY,54475.0,NY,under18,2001,4672425
New York,NY,54475.0,NY,under18,1999,4672587
New York,NY,54475.0,NY,total,1999,18882725
New York,NY,54475.0,NY,total,2000,19001780
New York,NY,54475.0,NY,under18,2000,4687374
New York,NY,54475.0,NY,under18,1997,4670787
New York,NY,54475.0,NY,total,1997,18656546
New York,NY,54475.0,NY,total,1998,18755906
New York,NY,54475.0,NY,under18,1998,4652140
New York,NY,54475.0,NY,total,1996,18588460
New York,NY,54475.0,NY,under18,1995,4648419
New York,NY,54475.0,NY,total,1995,18524104
New York,NY,54475.0,NY,under18,1996,4667647
New York,NY,54475.0,NY,total,1994,18459470
New York,NY,54475.0,NY,under18,1992,4465539
New York,NY,54475.0,NY,total,1992,18246653
New York,NY,54475.0,NY,total,1993,18374954
New York,NY,54475.0,NY,under18,1993,4538171
New York,NY,54475.0,NY,under18,1994,4605284
New York,NY,54475.0,NY,total,1991,18122510
New York,NY,54475.0,NY,under18,1991,4372727
New York,NY,54475.0,NY,under18,1990,4281643
New York,NY,54475.0,NY,total,1990,18020784
North Carolina,NC,53821.0,NC,under18,1990,1625804
North Carolina,NC,53821.0,NC,total,1990,6664016
North Carolina,NC,53821.0,NC,total,1991,6784280
North Carolina,NC,53821.0,NC,under18,1991,1640394
North Carolina,NC,53821.0,NC,total,1993,7042818
North Carolina,NC,53821.0,NC,under18,1993,1710267
North Carolina,NC,53821.0,NC,under18,1992,1674144
North Carolina,NC,53821.0,NC,total,1992,6897214
North Carolina,NC,53821.0,NC,under18,1994,1750754
North Carolina,NC,53821.0,NC,total,1994,7187398
North Carolina,NC,53821.0,NC,total,1995,7344674
North Carolina,NC,53821.0,NC,under18,1995,1785150
North Carolina,NC,53821.0,NC,under18,1996,1821506
North Carolina,NC,53821.0,NC,total,1996,7500670
North Carolina,NC,53821.0,NC,under18,1998,1894753
North Carolina,NC,53821.0,NC,total,1998,7809122
North Carolina,NC,53821.0,NC,total,1997,7656825
North Carolina,NC,53821.0,NC,under18,1997,1861621
North Carolina,NC,53821.0,NC,total,2000,8081614
North Carolina,NC,53821.0,NC,under18,2000,1967626
North Carolina,NC,53821.0,NC,total,1999,7949362
North Carolina,NC,53821.0,NC,under18,1999,1932141
North Carolina,NC,53821.0,NC,total,2001,8210122
North Carolina,NC,53821.0,NC,under18,2001,2003782
North Carolina,NC,53821.0,NC,total,2002,8326201
North Carolina,NC,53821.0,NC,under18,2002,2034451
North Carolina,NC,53821.0,NC,total,2004,8553152
North Carolina,NC,53821.0,NC,under18,2004,2085165
North Carolina,NC,53821.0,NC,total,2003,8422501
North Carolina,NC,53821.0,NC,under18,2003,2060838
North Carolina,NC,53821.0,NC,total,2005,8705407
North Carolina,NC,53821.0,NC,under18,2005,2122485
North Carolina,NC,53821.0,NC,total,2006,8917270
North Carolina,NC,53821.0,NC,under18,2006,2166393
North Carolina,NC,53821.0,NC,total,2008,9309449
North Carolina,NC,53821.0,NC,under18,2008,2252101
North Carolina,NC,53821.0,NC,total,2007,9118037
North Carolina,NC,53821.0,NC,under18,2007,2219168
North Carolina,NC,53821.0,NC,under18,2013,2285605
North Carolina,NC,53821.0,NC,total,2013,9848060
North Carolina,NC,53821.0,NC,total,2009,9449566
North Carolina,NC,53821.0,NC,under18,2009,2272955
North Carolina,NC,53821.0,NC,total,2010,9559533
North Carolina,NC,53821.0,NC,under18,2010,2282288
North Carolina,NC,53821.0,NC,under18,2011,2284238
North Carolina,NC,53821.0,NC,total,2011,9651377
North Carolina,NC,53821.0,NC,under18,2012,2284122
North Carolina,NC,53821.0,NC,total,2012,9748364
North Dakota,ND,70704.0,ND,total,2012,701345
North Dakota,ND,70704.0,ND,under18,2012,156765
North Dakota,ND,70704.0,ND,total,2011,684867
North Dakota,ND,70704.0,ND,under18,2011,152357
North Dakota,ND,70704.0,ND,under18,2010,150179
North Dakota,ND,70704.0,ND,total,2010,674344
North Dakota,ND,70704.0,ND,total,2009,664968
North Dakota,ND,70704.0,ND,under18,2009,148674
North Dakota,ND,70704.0,ND,total,2013,723393
North Dakota,ND,70704.0,ND,under18,2013,162688
North Dakota,ND,70704.0,ND,total,2007,652822
North Dakota,ND,70704.0,ND,under18,2007,147263
North Dakota,ND,70704.0,ND,total,2008,657569
North Dakota,ND,70704.0,ND,under18,2008,147462
North Dakota,ND,70704.0,ND,total,2006,649422
North Dakota,ND,70704.0,ND,under18,2006,147331
North Dakota,ND,70704.0,ND,total,2005,646089
North Dakota,ND,70704.0,ND,under18,2005,148119
North Dakota,ND,70704.0,ND,total,2003,638817
North Dakota,ND,70704.0,ND,under18,2003,150406
North Dakota,ND,70704.0,ND,total,2004,644705
North Dakota,ND,70704.0,ND,under18,2004,149128
North Dakota,ND,70704.0,ND,total,2002,638168
North Dakota,ND,70704.0,ND,under18,2002,153097
North Dakota,ND,70704.0,ND,total,2001,639062
North Dakota,ND,70704.0,ND,under18,2001,156113
North Dakota,ND,70704.0,ND,total,1999,644259
North Dakota,ND,70704.0,ND,under18,1999,163056
North Dakota,ND,70704.0,ND,total,2000,642023
North Dakota,ND,70704.0,ND,under18,2000,160477
North Dakota,ND,70704.0,ND,total,1997,649716
North Dakota,ND,70704.0,ND,under18,1997,167475
North Dakota,ND,70704.0,ND,under18,1998,165448
North Dakota,ND,70704.0,ND,total,1998,647532
North Dakota,ND,70704.0,ND,under18,1996,169257
North Dakota,ND,70704.0,ND,total,1996,650382
North Dakota,ND,70704.0,ND,total,1995,647832
North Dakota,ND,70704.0,ND,under18,1995,171146
North Dakota,ND,70704.0,ND,under18,1994,172160
North Dakota,ND,70704.0,ND,total,1994,644806
North Dakota,ND,70704.0,ND,under18,1992,172052
North Dakota,ND,70704.0,ND,total,1992,638223
North Dakota,ND,70704.0,ND,total,1993,641216
North Dakota,ND,70704.0,ND,under18,1993,172168
North Dakota,ND,70704.0,ND,total,1991,635753
North Dakota,ND,70704.0,ND,under18,1991,171730
North Dakota,ND,70704.0,ND,under18,1990,170920
North Dakota,ND,70704.0,ND,total,1990,637685
Ohio,OH,44828.0,OH,under18,1990,2778491
Ohio,OH,44828.0,OH,total,1990,10864162
Ohio,OH,44828.0,OH,total,1991,10945762
Ohio,OH,44828.0,OH,under18,1991,2806959
Ohio,OH,44828.0,OH,total,1993,11101140
Ohio,OH,44828.0,OH,under18,1993,2855785
Ohio,OH,44828.0,OH,under18,1992,2839356
Ohio,OH,44828.0,OH,total,1992,11029431
Ohio,OH,44828.0,OH,under18,1994,2875397
Ohio,OH,44828.0,OH,total,1994,11152455
Ohio,OH,44828.0,OH,total,1995,11202751
Ohio,OH,44828.0,OH,under18,1995,2879930
Ohio,OH,44828.0,OH,under18,1996,2883443
Ohio,OH,44828.0,OH,total,1996,11242827
Ohio,OH,44828.0,OH,under18,1998,2896255
Ohio,OH,44828.0,OH,total,1998,11311536
Ohio,OH,44828.0,OH,total,1997,11277357
Ohio,OH,44828.0,OH,under18,1997,2897375
Ohio,OH,44828.0,OH,total,2000,11363543
Ohio,OH,44828.0,OH,under18,2000,2886585
Ohio,OH,44828.0,OH,total,1999,11335454
Ohio,OH,44828.0,OH,under18,1999,2893270
Ohio,OH,44828.0,OH,total,2001,11387404
Ohio,OH,44828.0,OH,under18,2001,2878123
Ohio,OH,44828.0,OH,total,2002,11407889
Ohio,OH,44828.0,OH,under18,2002,2865674
Ohio,OH,44828.0,OH,total,2004,11452251
Ohio,OH,44828.0,OH,under18,2004,2836068
Ohio,OH,44828.0,OH,total,2003,11434788
Ohio,OH,44828.0,OH,under18,2003,2849573
Ohio,OH,44828.0,OH,total,2005,11463320
Ohio,OH,44828.0,OH,under18,2005,2819794
Ohio,OH,44828.0,OH,total,2006,11481213
Ohio,OH,44828.0,OH,under18,2006,2804828
Ohio,OH,44828.0,OH,total,2008,11515391
Ohio,OH,44828.0,OH,under18,2008,2768968
Ohio,OH,44828.0,OH,total,2007,11500468
Ohio,OH,44828.0,OH,under18,2007,2790347
Ohio,OH,44828.0,OH,under18,2013,2649830
Ohio,OH,44828.0,OH,total,2013,11570808
Ohio,OH,44828.0,OH,total,2009,11528896
Ohio,OH,44828.0,OH,under18,2009,2748051
Ohio,OH,44828.0,OH,total,2010,11545435
Ohio,OH,44828.0,OH,under18,2010,2722589
Ohio,OH,44828.0,OH,under18,2011,2693469
Ohio,OH,44828.0,OH,total,2011,11549772
Ohio,OH,44828.0,OH,under18,2012,2668125
Ohio,OH,44828.0,OH,total,2012,11553031
Oklahoma,OK,69903.0,OK,total,2012,3815780
Oklahoma,OK,69903.0,OK,under18,2012,939911
Oklahoma,OK,69903.0,OK,total,2011,3785534
Oklahoma,OK,69903.0,OK,under18,2011,935714
Oklahoma,OK,69903.0,OK,under18,2010,931483
Oklahoma,OK,69903.0,OK,total,2010,3759263
Oklahoma,OK,69903.0,OK,total,2009,3717572
Oklahoma,OK,69903.0,OK,under18,2009,922711
Oklahoma,OK,69903.0,OK,total,2013,3850568
Oklahoma,OK,69903.0,OK,under18,2013,947027
Oklahoma,OK,69903.0,OK,total,2007,3634349
Oklahoma,OK,69903.0,OK,under18,2007,904328
Oklahoma,OK,69903.0,OK,total,2008,3668976
Oklahoma,OK,69903.0,OK,under18,2008,910617
Oklahoma,OK,69903.0,OK,total,2006,3594090
Oklahoma,OK,69903.0,OK,under18,2006,894761
Oklahoma,OK,69903.0,OK,total,2005,3548597
Oklahoma,OK,69903.0,OK,under18,2005,885316
Oklahoma,OK,69903.0,OK,total,2003,3504892
Oklahoma,OK,69903.0,OK,under18,2003,883959
Oklahoma,OK,69903.0,OK,total,2004,3525233
Oklahoma,OK,69903.0,OK,under18,2004,881606
Oklahoma,OK,69903.0,OK,total,2002,3489080
Oklahoma,OK,69903.0,OK,under18,2002,884961
Oklahoma,OK,69903.0,OK,total,2001,3467100
Oklahoma,OK,69903.0,OK,under18,2001,885218
Oklahoma,OK,69903.0,OK,total,1999,3437148
Oklahoma,OK,69903.0,OK,under18,1999,895678
Oklahoma,OK,69903.0,OK,total,2000,3454365
Oklahoma,OK,69903.0,OK,under18,2000,891847
Oklahoma,OK,69903.0,OK,total,1997,3372918
Oklahoma,OK,69903.0,OK,under18,1997,893835
Oklahoma,OK,69903.0,OK,under18,1998,898501
Oklahoma,OK,69903.0,OK,total,1998,3405194
Oklahoma,OK,69903.0,OK,under18,1996,887093
Oklahoma,OK,69903.0,OK,total,1996,3340129
Oklahoma,OK,69903.0,OK,total,1995,3308208
Oklahoma,OK,69903.0,OK,under18,1995,883667
Oklahoma,OK,69903.0,OK,under18,1994,877803
Oklahoma,OK,69903.0,OK,total,1994,3280940
Oklahoma,OK,69903.0,OK,under18,1992,862548
Oklahoma,OK,69903.0,OK,total,1992,3220517
Oklahoma,OK,69903.0,OK,total,1993,3252285
Oklahoma,OK,69903.0,OK,under18,1993,870137
Oklahoma,OK,69903.0,OK,total,1991,3175440
Oklahoma,OK,69903.0,OK,under18,1991,849639
Oklahoma,OK,69903.0,OK,under18,1990,841715
Oklahoma,OK,69903.0,OK,total,1990,3148825
Oregon,OR,98386.0,OR,under18,1990,742436
Oregon,OR,98386.0,OR,total,1990,2860375
Oregon,OR,98386.0,OR,total,1991,2928507
Oregon,OR,98386.0,OR,under18,1991,752442
Oregon,OR,98386.0,OR,total,1993,3060367
Oregon,OR,98386.0,OR,under18,1993,778973
Oregon,OR,98386.0,OR,under18,1992,770191
Oregon,OR,98386.0,OR,total,1992,2991755
Oregon,OR,98386.0,OR,under18,1994,793435
Oregon,OR,98386.0,OR,total,1994,3121264
Oregon,OR,98386.0,OR,total,1995,3184369
Oregon,OR,98386.0,OR,under18,1995,806512
Oregon,OR,98386.0,OR,under18,1996,816102
Oregon,OR,98386.0,OR,total,1996,3247111
Oregon,OR,98386.0,OR,under18,1998,837928
Oregon,OR,98386.0,OR,total,1998,3352449
Oregon,OR,98386.0,OR,total,1997,3304310
Oregon,OR,98386.0,OR,under18,1997,830002
Oregon,OR,98386.0,OR,total,2000,3429708
Oregon,OR,98386.0,OR,under18,2000,847511
Oregon,OR,98386.0,OR,total,1999,3393941
Oregon,OR,98386.0,OR,under18,1999,843484
Oregon,OR,98386.0,OR,total,2001,3467937
Oregon,OR,98386.0,OR,under18,2001,848663
Oregon,OR,98386.0,OR,total,2002,3513424
Oregon,OR,98386.0,OR,under18,2002,850733
Oregon,OR,98386.0,OR,total,2004,3569463
Oregon,OR,98386.0,OR,under18,2004,846786
Oregon,OR,98386.0,OR,total,2003,3547376
Oregon,OR,98386.0,OR,under18,2003,850251
Oregon,OR,98386.0,OR,total,2005,3613202
Oregon,OR,98386.0,OR,under18,2005,849323
Oregon,OR,98386.0,OR,total,2006,3670883
Oregon,OR,98386.0,OR,under18,2006,857003
Oregon,OR,98386.0,OR,total,2008,3768748
Oregon,OR,98386.0,OR,under18,2008,865664
Oregon,OR,98386.0,OR,total,2007,3722417
Oregon,OR,98386.0,OR,under18,2007,862161
Oregon,OR,98386.0,OR,under18,2013,857606
Oregon,OR,98386.0,OR,total,2013,3930065
Oregon,OR,98386.0,OR,total,2009,3808600
Oregon,OR,98386.0,OR,under18,2009,866194
Oregon,OR,98386.0,OR,total,2010,3837208
Oregon,OR,98386.0,OR,under18,2010,865129
Oregon,OR,98386.0,OR,under18,2011,862518
Oregon,OR,98386.0,OR,total,2011,3867937
Oregon,OR,98386.0,OR,under18,2012,859910
Oregon,OR,98386.0,OR,total,2012,3899801
Maryland,MD,12407.0,MD,total,2012,5884868
Maryland,MD,12407.0,MD,under18,2012,1346235
Maryland,MD,12407.0,MD,under18,2011,1348766
Maryland,MD,12407.0,MD,total,2011,5840241
Maryland,MD,12407.0,MD,under18,2010,1351983
Maryland,MD,12407.0,MD,total,2010,5787193
Maryland,MD,12407.0,MD,total,2013,5928814
Maryland,MD,12407.0,MD,total,2009,5730388
Maryland,MD,12407.0,MD,under18,2009,1353631
Maryland,MD,12407.0,MD,under18,2013,1344522
Maryland,MD,12407.0,MD,total,2007,5653408
Maryland,MD,12407.0,MD,under18,2007,1369563
Maryland,MD,12407.0,MD,total,2008,5684965
Maryland,MD,12407.0,MD,under18,2008,1359214
Maryland,MD,12407.0,MD,total,2005,5592379
Maryland,MD,12407.0,MD,under18,2005,1382966
Maryland,MD,12407.0,MD,total,2006,5627367
Maryland,MD,12407.0,MD,under18,2006,1377756
Maryland,MD,12407.0,MD,total,2003,5496269
Maryland,MD,12407.0,MD,under18,2003,1379641
Maryland,MD,12407.0,MD,total,2004,5546935
Maryland,MD,12407.0,MD,under18,2004,1383450
Maryland,MD,12407.0,MD,total,2001,5374691
Maryland,MD,12407.0,MD,under18,2001,1366552
Maryland,MD,12407.0,MD,total,2002,5440389
Maryland,MD,12407.0,MD,under18,2002,1375354
Maryland,MD,12407.0,MD,total,2000,5311034
Maryland,MD,12407.0,MD,under18,2000,1356961
Maryland,MD,12407.0,MD,total,1999,5254509
Maryland,MD,12407.0,MD,under18,1999,1348659
Maryland,MD,12407.0,MD,total,1997,5157328
Maryland,MD,12407.0,MD,under18,1997,1321306
Maryland,MD,12407.0,MD,under18,1998,1338727
Maryland,MD,12407.0,MD,total,1998,5204464
Maryland,MD,12407.0,MD,under18,1996,1303816
Maryland,MD,12407.0,MD,total,1996,5111986
Maryland,MD,12407.0,MD,total,1995,5070033
Maryland,MD,12407.0,MD,under18,1995,1300695
Maryland,MD,12407.0,MD,under18,1992,1235498
Maryland,MD,12407.0,MD,total,1992,4923369
Maryland,MD,12407.0,MD,total,1993,4971889
Maryland,MD,12407.0,MD,under18,1993,1261738
Maryland,MD,12407.0,MD,under18,1994,1280772
Maryland,MD,12407.0,MD,total,1994,5023060
Maryland,MD,12407.0,MD,total,1991,4867641
Maryland,MD,12407.0,MD,under18,1991,1208898
Maryland,MD,12407.0,MD,under18,1990,1180426
Maryland,MD,12407.0,MD,total,1990,4799770
Massachusetts,MA,10555.0,MA,under18,1990,1353806
Massachusetts,MA,10555.0,MA,total,1990,6022639
Massachusetts,MA,10555.0,MA,total,1991,6018470
Massachusetts,MA,10555.0,MA,under18,1991,1375110
Massachusetts,MA,10555.0,MA,under18,1994,1437069
Massachusetts,MA,10555.0,MA,total,1994,6095241
Massachusetts,MA,10555.0,MA,total,1993,6060569
Massachusetts,MA,10555.0,MA,under18,1993,1415724
Massachusetts,MA,10555.0,MA,under18,1992,1390188
Massachusetts,MA,10555.0,MA,total,1992,6028709
Massachusetts,MA,10555.0,MA,total,1995,6141445
Massachusetts,MA,10555.0,MA,under18,1995,1453489
Massachusetts,MA,10555.0,MA,under18,1996,1468614
Massachusetts,MA,10555.0,MA,total,1996,6179756
Massachusetts,MA,10555.0,MA,under18,1998,1491652
Massachusetts,MA,10555.0,MA,total,1998,6271838
Massachusetts,MA,10555.0,MA,total,1997,6226058
Massachusetts,MA,10555.0,MA,under18,1997,1478203
Massachusetts,MA,10555.0,MA,total,1999,6317345
Massachusetts,MA,10555.0,MA,under18,1999,1495818
Massachusetts,MA,10555.0,MA,total,2000,6361104
Massachusetts,MA,10555.0,MA,under18,2000,1501334
Massachusetts,MA,10555.0,MA,total,2001,6397634
Massachusetts,MA,10555.0,MA,under18,2001,1505028
Massachusetts,MA,10555.0,MA,total,2002,6417206
Massachusetts,MA,10555.0,MA,under18,2002,1502652
Massachusetts,MA,10555.0,MA,total,2004,6412281
Massachusetts,MA,10555.0,MA,under18,2004,1479541
Massachusetts,MA,10555.0,MA,total,2003,6422565
Massachusetts,MA,10555.0,MA,under18,2003,1493372
Massachusetts,MA,10555.0,MA,total,2006,6410084
Massachusetts,MA,10555.0,MA,under18,2006,1450202
Massachusetts,MA,10555.0,MA,total,2005,6403290
Massachusetts,MA,10555.0,MA,under18,2005,1464140
Massachusetts,MA,10555.0,MA,total,2008,6468967
Massachusetts,MA,10555.0,MA,under18,2008,1429727
Massachusetts,MA,10555.0,MA,total,2007,6431559
Massachusetts,MA,10555.0,MA,under18,2007,1439757
Massachusetts,MA,10555.0,MA,under18,2013,1393946
Massachusetts,MA,10555.0,MA,total,2009,6517613
Massachusetts,MA,10555.0,MA,under18,2009,1422935
Massachusetts,MA,10555.0,MA,total,2013,6692824
Massachusetts,MA,10555.0,MA,total,2010,6563263
Massachusetts,MA,10555.0,MA,under18,2010,1415962
Massachusetts,MA,10555.0,MA,total,2011,6606285
Massachusetts,MA,10555.0,MA,under18,2011,1407240
Massachusetts,MA,10555.0,MA,under18,2012,1399417
Massachusetts,MA,10555.0,MA,total,2012,6645303
Michigan,MI,96810.0,MI,total,2012,9882519
Michigan,MI,96810.0,MI,under18,2012,2269365
Michigan,MI,96810.0,MI,under18,2011,2299116
Michigan,MI,96810.0,MI,total,2011,9874589
Michigan,MI,96810.0,MI,under18,2010,2333121
Michigan,MI,96810.0,MI,total,2010,9876149
Michigan,MI,96810.0,MI,total,2013,9895622
Michigan,MI,96810.0,MI,total,2009,9901591
