state,abbreviation,area (sq. mi),state/region,ages,year,population
Alabama,AL,52423.0,AL,under18,2012,1117489
Alabama,AL,52423.0,AL,total,2012,4817528
Alabama,AL,52423.0,AL,under18,2010,1130966
Alabama,AL,52423.0,AL,total,2010,4785570
Alabama,AL,52423.0,AL,under18,2011,1125763
Alabama,AL,52423.0,AL,total,2011,4801627
Alabama,AL,52423.0,AL,total,2009,4757938
Alabama,AL,52423.0,AL,under18,2009,1134192
Alabama,AL,52423.0,AL,under18,2013,1111481
Alabama,AL,52423.0,AL,total,2013,4833722
Alabama,AL,52423.0,AL,total,2007,4672840
Alabama,AL,52423.0,AL,under18,2007,1132296
Alabama,AL,52423.0,AL,total,2008,4718206
Alabama,AL,52423.0,AL,under18,2008,1134927
Alabama,AL,52423.0,AL,total,2005,4569805
Alabama,AL,52423.0,AL,under18,2005,1117229
Alabama,AL,52423.0,AL,total,2006,4628981
Alabama,AL,52423.0,AL,under18,2006,1126798
Alabama,AL,52423.0,AL,total,2004,4530729
Alabama,AL,52423.0,AL,under18,2004,1113662
Alabama,AL,52423.0,AL,total,2003,4503491
Alabama,AL,52423.0,AL,under18,2003,1113083
Alabama,AL,52423.0,AL,total,2001,4467634
Alabama,AL,52423.0,AL,under18,2001,1120409
Alabama,AL,52423.0,AL,total,2002,4480089
Alabama,AL,52423.0,AL,under18,2002,1116590
Alabama,AL,52423.0,AL,under18,1999,1121287
Alabama,AL,52423.0,AL,total,1999,4430141
Alabama,AL,52423.0,AL,total,2000,4452173
Alabama,AL,52423.0,AL,under18,2000,1122273
Alabama,AL,52423.0,AL,total,1998,4404701
Alabama,AL,52423.0,AL,under18,1998,1118252
Alabama,AL,52423.0,AL,under18,1997,1122893
Alabama,AL,52423.0,AL,total,1997,4367935
Alabama,AL,52423.0,AL,total,1996,4331103
Alabama,AL,52423.0,AL,total,1995,4296800
Alabama,AL,52423.0,AL,under18,1995,1110553
Alabama,AL,52423.0,AL,under18,1996,1112092
Alabama,AL,52423.0,AL,total,1994,4260229
Alabama,AL,52423.0,AL,total,1993,4214202
Alabama,AL,52423.0,AL,under18,1993,1085606
Alabama,AL,52423.0,AL,under18,1994,1097180
Alabama,AL,52423.0,AL,under18,1992,1072873
Alabama,AL,52423.0,AL,total,1992,4154014
Alabama,AL,52423.0,AL,total,1991,4099156
Alabama,AL,52423.0,AL,under18,1991,1060794
Alabama,AL,52423.0,AL,under18,1990,1050041
Alabama,AL,52423.0,AL,total,1990,4050055
Alaska,AK,656425.0,AK,total,1990,553290
Alaska,AK,656425.0,AK,under18,1990,177502
Alaska,AK,656425.0,AK,total,1992,588736
Alaska,AK,656425.0,AK,under18,1991,182180
Alaska,AK,656425.0,AK,under18,1992,184878
Alaska,AK,656425.0,AK,total,1994,603308
Alaska,AK,656425.0,AK,under18,1994,187439
Alaska,AK,656425.0,AK,total,1991,570193
Alaska,AK,656425.0,AK,total,1993,599434
Alaska,AK,656425.0,AK,under18,1993,187190
Alaska,AK,656425.0,AK,total,1995,604412
Alaska,AK,656425.0,AK,under18,1995,184990
Alaska,AK,656425.0,AK,total,1996,608569
Alaska,AK,656425.0,AK,under18,1996,185360
Alaska,AK,656425.0,AK,under18,1997,188280
Alaska,AK,656425.0,AK,under18,1998,192636
Alaska,AK,656425.0,AK,total,1998,619933
Alaska,AK,656425.0,AK,total,1997,612968
Alaska,AK,656425.0,AK,under18,1999,191422
Alaska,AK,656425.0,AK,total,1999,624779
Alaska,AK,656425.0,AK,total,2000,627963
Alaska,AK,656425.0,AK,under18,2000,190615
Alaska,AK,656425.0,AK,total,2001,633714
Alaska,AK,656425.0,AK,under18,2001,188771
Alaska,AK,656425.0,AK,total,2002,642337
Alaska,AK,656425.0,AK,under18,2002,188482
Alaska,AK,656425.0,AK,total,2003,648414
Alaska,AK,656425.0,AK,under18,2003,186843
Alaska,AK,656425.0,AK,total,2004,659286
Alaska,AK,656425.0,AK,under18,2004,186335
Alaska,AK,656425.0,AK,total,2005,666946
Alaska,AK,656425.0,AK,under18,2005,185304
Alaska,AK,656425.0,AK,total,2006,675302
Alaska,AK,656425.0,AK,under18,2006,185580
Alaska,AK,656425.0,AK,total,2007,680300
Alaska,AK,656425.0,AK,under18,2007,184344
Alaska,AK,656425.0,AK,total,2008,687455
Alaska,AK,656425.0,AK,under18,2008,183124
Alaska,AK,656425.0,AK,under18,2013,188132
Alaska,AK,656425.0,AK,total,2013,735132
Alaska,AK,656425.0,AK,total,2009,698895
Alaska,AK,656425.0,AK,under18,2009,186351
Alaska,AK,656425.0,AK,under18,2010,187902
Alaska,AK,656425.0,AK,total,2010,713868
Alaska,AK,656425.0,AK,under18,2011,188329
Alaska,AK,656425.0,AK,total,2011,723375
Alaska,AK,656425.0,AK,under18,2012,188162
Alaska,AK,656425.0,AK,total,2012,730307
Arizona,AZ,114006.0,AZ,under18,2012,1617149
Arizona,AZ,114006.0,AZ,total,2012,6551149
Arizona,AZ,114006.0,AZ,under18,2011,1616353
Arizona,AZ,114006.0,AZ,total,2011,6468796
Arizona,AZ,114006.0,AZ,under18,2010,1628563
Arizona,AZ,114006.0,AZ,total,2010,6408790
Arizona,AZ,114006.0,AZ,under18,2013,1616814
Arizona,AZ,114006.0,AZ,total,2013,6626624
Arizona,AZ,114006.0,AZ,total,2009,6343154
Arizona,AZ,114006.0,AZ,under18,2009,1627343
Arizona,AZ,114006.0,AZ,total,2007,6167681
Arizona,AZ,114006.0,AZ,under18,2007,1607895
Arizona,AZ,114006.0,AZ,total,2008,6280362
Arizona,AZ,114006.0,AZ,under18,2008,1628651
Arizona,AZ,114006.0,AZ,total,2005,5839077
Arizona,AZ,114006.0,AZ,under18,2005,1529168
Arizona,AZ,114006.0,AZ,total,2006,6029141
Arizona,AZ,114006.0,AZ,under18,2006,1574867
Arizona,AZ,114006.0,AZ,total,2004,5652404
Arizona,AZ,114006.0,AZ,under18,2004,1484454
Arizona,AZ,114006.0,AZ,total,2003,5510364
Arizona,AZ,114006.0,AZ,under18,2003,1453671
Arizona,AZ,114006.0,AZ,total,2001,5273477
Arizona,AZ,114006.0,AZ,under18,2001,1399015
Arizona,AZ,114006.0,AZ,total,2002,5396255
Arizona,AZ,114006.0,AZ,under18,2002,1427938
Arizona,AZ,114006.0,AZ,under18,1999,1332396
Arizona,AZ,114006.0,AZ,total,1999,5023823
Arizona,AZ,114006.0,AZ,total,2000,5160586
Arizona,AZ,114006.0,AZ,under18,2000,1373414
Arizona,AZ,114006.0,AZ,total,1998,4883342
Arizona,AZ,114006.0,AZ,under18,1998,1285794
Arizona,AZ,114006.0,AZ,total,1997,4736990
Arizona,AZ,114006.0,AZ,under18,1997,1237159
Arizona,AZ,114006.0,AZ,under18,1996,1215285
Arizona,AZ,114006.0,AZ,total,1996,4586940
Arizona,AZ,114006.0,AZ,total,1995,4432499
Arizona,AZ,114006.0,AZ,under18,1995,1173391
Arizona,AZ,114006.0,AZ,total,1993,4065440
Arizona,AZ,114006.0,AZ,under18,1993,1094233
Arizona,AZ,114006.0,AZ,under18,1994,1119857
Arizona,AZ,114006.0,AZ,total,1994,4245089
Arizona,AZ,114006.0,AZ,under18,1992,1055572
Arizona,AZ,114006.0,AZ,under18,1991,1028285
Arizona,AZ,114006.0,AZ,total,1991,3788576
Arizona,AZ,114006.0,AZ,total,1992,3915740
Arizona,AZ,114006.0,AZ,under18,1990,1006040
Arizona,AZ,114006.0,AZ,total,1990,3684097
Arkansas,AR,53182.0,AR,under18,1990,620933
Arkansas,AR,53182.0,AR,total,1990,2356586
Arkansas,AR,53182.0,AR,total,1991,2383144
Arkansas,AR,53182.0,AR,under18,1991,626212
Arkansas,AR,53182.0,AR,under18,1992,638269
Arkansas,AR,53182.0,AR,total,1992,2415984
Arkansas,AR,53182.0,AR,under18,1994,653842
Arkansas,AR,53182.0,AR,total,1994,2494019
Arkansas,AR,53182.0,AR,total,1993,2456303
Arkansas,AR,53182.0,AR,under18,1993,643474
Arkansas,AR,53182.0,AR,under18,1995,667671
Arkansas,AR,53182.0,AR,total,1995,2535399
Arkansas,AR,53182.0,AR,under18,1996,677912
Arkansas,AR,53182.0,AR,total,1996,2572109
Arkansas,AR,53182.0,AR,under18,1998,683637
Arkansas,AR,53182.0,AR,total,1997,2601091
Arkansas,AR,53182.0,AR,under18,1997,680203
Arkansas,AR,53182.0,AR,total,1998,2626289
Arkansas,AR,53182.0,AR,total,2000,2678588
Arkansas,AR,53182.0,AR,under18,2000,680378
Arkansas,AR,53182.0,AR,under18,1999,681940
Arkansas,AR,53182.0,AR,total,1999,2651860
Arkansas,AR,53182.0,AR,total,2002,2705927
Arkansas,AR,53182.0,AR,under18,2002,678798
Arkansas,AR,53182.0,AR,total,2001,2691571
Arkansas,AR,53182.0,AR,under18,2001,679606
Arkansas,AR,53182.0,AR,total,2004,2749686
Arkansas,AR,53182.0,AR,under18,2004,683166
Arkansas,AR,53182.0,AR,total,2003,2724816
Arkansas,AR,53182.0,AR,under18,2003,679579
Arkansas,AR,53182.0,AR,total,2006,2821761
Arkansas,AR,53182.0,AR,under18,2006,697842
Arkansas,AR,53182.0,AR,total,2005,2781097
Arkansas,AR,53182.0,AR,under18,2005,689787
Arkansas,AR,53182.0,AR,total,2008,2874554
Arkansas,AR,53182.0,AR,under18,2008,705725
Arkansas,AR,53182.0,AR,total,2007,2848650
Arkansas,AR,53182.0,AR,under18,2007,702737
Arkansas,AR,53182.0,AR,total,2009,2896843
Arkansas,AR,53182.0,AR,under18,2009,707886
Arkansas,AR,53182.0,AR,under18,2013,709866
Arkansas,AR,53182.0,AR,total,2013,2959373
Arkansas,AR,53182.0,AR,under18,2011,710576
Arkansas,AR,53182.0,AR,total,2011,2938506
Arkansas,AR,53182.0,AR,under18,2010,711947
Arkansas,AR,53182.0,AR,total,2010,2922280
Arkansas,AR,53182.0,AR,under18,2012,710471
Arkansas,AR,53182.0,AR,total,2012,2949828
California,CA,163707.0,CA,under18,2012,9209007
California,CA,163707.0,CA,total,2012,37999878
California,CA,163707.0,CA,under18,2011,9252336
California,CA,163707.0,CA,total,2011,37668681
California,CA,163707.0,CA,under18,2010,9284094
California,CA,163707.0,CA,total,2010,37333601
California,CA,163707.0,CA,under18,2013,9174877
California,CA,163707.0,CA,total,2013,38332521
California,CA,163707.0,CA,total,2009,36961229
California,CA,163707.0,CA,under18,2009,9294501
California,CA,163707.0,CA,total,2007,36250311
California,CA,163707.0,CA,under18,2007,9335620
California,CA,163707.0,CA,total,2008,36604337
California,CA,163707.0,CA,under18,2008,9321621
California,CA,163707.0,CA,total,2005,35827943
California,CA,163707.0,CA,under18,2005,9405565
California,CA,163707.0,CA,total,2006,36021202
California,CA,163707.0,CA,under18,2006,9370884
California,CA,163707.0,CA,total,2003,35253159
California,CA,163707.0,CA,under18,2003,9404594
California,CA,163707.0,CA,total,2004,35574576
California,CA,163707.0,CA,under18,2004,9418497
California,CA,163707.0,CA,total,2001,34479458
California,CA,163707.0,CA,under18,2001,9325466
California,CA,163707.0,CA,total,2002,34871843
California,CA,163707.0,CA,under18,2002,9365142
California,CA,163707.0,CA,under18,1999,9207878
California,CA,163707.0,CA,total,1999,33499204
California,CA,163707.0,CA,total,2000,33987977
California,CA,163707.0,CA,under18,2000,9267089
California,CA,163707.0,CA,under18,1998,9163238
California,CA,163707.0,CA,total,1998,32987675
California,CA,163707.0,CA,under18,1997,9135359
California,CA,163707.0,CA,total,1997,32486010
California,CA,163707.0,CA,under18,1996,9079519
California,CA,163707.0,CA,total,1996,32018834
California,CA,163707.0,CA,total,1995,31696582
California,CA,163707.0,CA,under18,1995,8920578
California,CA,163707.0,CA,total,1993,31274928
California,CA,163707.0,CA,under18,1993,8624810
California,CA,163707.0,CA,under18,1994,8790058
California,CA,163707.0,CA,total,1994,31484435
California,CA,163707.0,CA,total,1991,30470736
California,CA,163707.0,CA,under18,1991,8245605
California,CA,163707.0,CA,under18,1992,8439647
California,CA,163707.0,CA,total,1992,30974659
California,CA,163707.0,CA,under18,1990,7980501
California,CA,163707.0,CA,total,1990,29959515
Colorado,CO,104100.0,CO,total,1990,3307618
Colorado,CO,104100.0,CO,under18,1990,881640
Colorado,CO,104100.0,CO,total,1992,3495939
Colorado,CO,104100.0,CO,under18,1992,925577
Colorado,CO,104100.0,CO,under18,1991,896537
Colorado,CO,104100.0,CO,total,1991,3387119
Colorado,CO,104100.0,CO,total,1994,3724168
Colorado,CO,104100.0,CO,under18,1994,966412
Colorado,CO,104100.0,CO,under18,1993,947806
Colorado,CO,104100.0,CO,total,1993,3613734
Colorado,CO,104100.0,CO,under18,1995,984310
Colorado,CO,104100.0,CO,total,1995,3826653
Colorado,CO,104100.0,CO,total,1996,3919972
Colorado,CO,104100.0,CO,under18,1996,1003946
Colorado,CO,104100.0,CO,under18,1997,1030557
Colorado,CO,104100.0,CO,total,1997,4018293
Colorado,CO,104100.0,CO,total,1998,4116639
Colorado,CO,104100.0,CO,under18,1998,1060066
Colorado,CO,104100.0,CO,total,2000,4326921
Colorado,CO,104100.0,CO,under18,2000,1106676
Colorado,CO,104100.0,CO,total,1999,4226018
Colorado,CO,104100.0,CO,under18,1999,1083938
Colorado,CO,104100.0,CO,total,2002,4490406
Colorado,CO,104100.0,CO,under18,2002,1138273
Colorado,CO,104100.0,CO,total,2001,4425687
Colorado,CO,104100.0,CO,under18,2001,1126647
Colorado,CO,104100.0,CO,total,2004,4575013
Colorado,CO,104100.0,CO,under18,2004,1146369
Colorado,CO,104100.0,CO,total,2003,4528732
Colorado,CO,104100.0,CO,under18,2003,1144597
Colorado,CO,104100.0,CO,total,2006,4720423
Colorado,CO,104100.0,CO,under18,2006,1171832
Colorado,CO,104100.0,CO,total,2005,4631888
Colorado,CO,104100.0,CO,under18,2005,1156399
Colorado,CO,104100.0,CO,total,2008,4889730
Colorado,CO,104100.0,CO,under18,2008,1203289
Colorado,CO,104100.0,CO,total,2007,4803868
Colorado,CO,104100.0,CO,under18,2007,1189434
Colorado,CO,104100.0,CO,total,2009,4972195
Colorado,CO,104100.0,CO,under18,2009,1217213
Colorado,CO,104100.0,CO,under18,2013,1237932
Colorado,CO,104100.0,CO,total,2013,5268367
Colorado,CO,104100.0,CO,under18,2010,1226619
Colorado,CO,104100.0,CO,total,2010,5048196
Colorado,CO,104100.0,CO,under18,2011,1230178
Colorado,CO,104100.0,CO,total,2011,5118400
Colorado,CO,104100.0,CO,under18,2012,1232864
Colorado,CO,104100.0,CO,total,2012,5189458
Connecticut,CT,5544.0,CT,under18,2012,794959
Connecticut,CT,5544.0,CT,total,2012,3591765
Connecticut,CT,5544.0,CT,under18,2011,805109
Connecticut,CT,5544.0,CT,total,2011,3588948
Connecticut,CT,5544.0,CT,under18,2010,814187
Connecticut,CT,5544.0,CT,total,2010,3579210
Connecticut,CT,5544.0,CT,under18,2013,785566
Connecticut,CT,5544.0,CT,total,2013,3596080
Connecticut,CT,5544.0,CT,total,2009,3561807
Connecticut,CT,5544.0,CT,under18,2009,820839
Connecticut,CT,5544.0,CT,total,2007,3527270
Connecticut,CT,5544.0,CT,under18,2007,833484
Connecticut,CT,5544.0,CT,total,2008,3545579
Connecticut,CT,5544.0,CT,under18,2008,826626
Connecticut,CT,5544.0,CT,total,2005,3506956
Connecticut,CT,5544.0,CT,under18,2005,844034
Connecticut,CT,5544.0,CT,total,2006,3517460
Connecticut,CT,5544.0,CT,under18,2006,839372
Connecticut,CT,5544.0,CT,total,2003,3484336
Connecticut,CT,5544.0,CT,under18,2003,851115
Connecticut,CT,5544.0,CT,total,2004,3496094
Connecticut,CT,5544.0,CT,under18,2004,848979
Connecticut,CT,5544.0,CT,total,2001,3432835
Connecticut,CT,5544.0,CT,under18,2001,845850
Connecticut,CT,5544.0,CT,total,2002,3458749
Connecticut,CT,5544.0,CT,under18,2002,848877
Connecticut,CT,5544.0,CT,total,1999,3386401
Connecticut,CT,5544.0,CT,under18,1999,834654
Connecticut,CT,5544.0,CT,total,2000,3411777
Connecticut,CT,5544.0,CT,under18,2000,842242
Connecticut,CT,5544.0,CT,under18,1998,824600
Connecticut,CT,5544.0,CT,total,1998,3365352
Connecticut,CT,5544.0,CT,total,1997,3349348
Connecticut,CT,5544.0,CT,under18,1997,814373
Connecticut,CT,5544.0,CT,under18,1996,811855
Connecticut,CT,5544.0,CT,total,1996,3336685
Connecticut,CT,5544.0,CT,total,1995,3324144
Connecticut,CT,5544.0,CT,under18,1995,808623
Connecticut,CT,5544.0,CT,total,1993,3309175
Connecticut,CT,5544.0,CT,under18,1993,790749
Connecticut,CT,5544.0,CT,under18,1994,801231
Connecticut,CT,5544.0,CT,total,1994,3316121
Connecticut,CT,5544.0,CT,under18,1991,766304
Connecticut,CT,5544.0,CT,total,1991,3302895
Connecticut,CT,5544.0,CT,under18,1992,777264
Connecticut,CT,5544.0,CT,total,1992,3300712
Connecticut,CT,5544.0,CT,total,1990,3291967
Connecticut,CT,5544.0,CT,under18,1990,752666
Delaware,DE,1954.0,DE,under18,1990,165628
Delaware,DE,1954.0,DE,total,1990,669567
Delaware,DE,1954.0,DE,under18,1992,174166
Delaware,DE,1954.0,DE,total,1992,694927
Delaware,DE,1954.0,DE,total,1991,683080
Delaware,DE,1954.0,DE,under18,1991,169910
Delaware,DE,1954.0,DE,total,1994,717545
Delaware,DE,1954.0,DE,under18,1994,180833
Delaware,DE,1954.0,DE,total,1993,706378
Delaware,DE,1954.0,DE,under18,1993,176916
Delaware,DE,1954.0,DE,under18,1995,181736
Delaware,DE,1954.0,DE,total,1995,729735
Delaware,DE,1954.0,DE,total,1996,740978
Delaware,DE,1954.0,DE,under18,1996,184021
Delaware,DE,1954.0,DE,under18,1997,186607
Delaware,DE,1954.0,DE,total,1997,751487
Delaware,DE,1954.0,DE,total,1998,763335
Delaware,DE,1954.0,DE,under18,1998,189302
Delaware,DE,1954.0,DE,total,2000,786373
Delaware,DE,1954.0,DE,under18,2000,194914
Delaware,DE,1954.0,DE,total,1999,774990
Delaware,DE,1954.0,DE,under18,1999,192510
Delaware,DE,1954.0,DE,total,2002,806169
Delaware,DE,1954.0,DE,under18,2002,196946
Delaware,DE,1954.0,DE,total,2001,795699
Delaware,DE,1954.0,DE,under18,2001,196038
Delaware,DE,1954.0,DE,total,2004,830803
Delaware,DE,1954.0,DE,under18,2004,199631
Delaware,DE,1954.0,DE,total,2003,818003
Delaware,DE,1954.0,DE,under18,2003,198045
Delaware,DE,1954.0,DE,total,2006,859268
Delaware,DE,1954.0,DE,under18,2006,203729
Delaware,DE,1954.0,DE,total,2005,845150
Delaware,DE,1954.0,DE,under18,2005,201988
Delaware,DE,1954.0,DE,total,2008,883874
Delaware,DE,1954.0,DE,under18,2008,206116
Delaware,DE,1954.0,DE,total,2007,871749
Delaware,DE,1954.0,DE,under18,2007,205155
Delaware,DE,1954.0,DE,under18,2013,203558
Delaware,DE,1954.0,DE,total,2013,925749
Delaware,DE,1954.0,DE,total,2009,891730
Delaware,DE,1954.0,DE,under18,2009,206213
Delaware,DE,1954.0,DE,under18,2010,205478
Delaware,DE,1954.0,DE,total,2010,899711
Delaware,DE,1954.0,DE,under18,2011,204801
Delaware,DE,1954.0,DE,total,2011,907985
Delaware,DE,1954.0,DE,under18,2012,204586
Delaware,DE,1954.0,DE,total,2012,917053
District of Columbia,DC,68.0,DC,under18,2012,107642
District of Columbia,DC,68.0,DC,total,2012,633427
District of Columbia,DC,68.0,DC,under18,2011,103906
District of Columbia,DC,68.0,DC,total,2011,619624
District of Columbia,DC,68.0,DC,under18,2010,101309
District of Columbia,DC,68.0,DC,total,2010,605125
District of Columbia,DC,68.0,DC,under18,2013,111474
District of Columbia,DC,68.0,DC,total,2013,646449
District of Columbia,DC,68.0,DC,total,2009,592228
District of Columbia,DC,68.0,DC,under18,2009,102098
District of Columbia,DC,68.0,DC,total,2007,574404
District of Columbia,DC,68.0,DC,under18,2007,104126
District of Columbia,DC,68.0,DC,total,2008,580236
District of Columbia,DC,68.0,DC,under18,2008,102257
District of Columbia,DC,68.0,DC,total,2005,567136
District of Columbia,DC,68.0,DC,under18,2005,107187
District of Columbia,DC,68.0,DC,total,2006,570681
District of Columbia,DC,68.0,DC,under18,2006,105651
District of Columbia,DC,68.0,DC,total,2003,568502
District of Columbia,DC,68.0,DC,under18,2003,111403
District of Columbia,DC,68.0,DC,total,2004,567754
District of Columbia,DC,68.0,DC,under18,2004,109756
District of Columbia,DC,68.0,DC,total,2001,574504
District of Columbia,DC,68.0,DC,under18,2001,114625
District of Columbia,DC,68.0,DC,total,2002,573158
District of Columbia,DC,68.0,DC,under18,2002,113822
District of Columbia,DC,68.0,DC,total,1999,570220
District of Columbia,DC,68.0,DC,under18,1999,115003
District of Columbia,DC,68.0,DC,total,2000,572046
District of Columbia,DC,68.0,DC,under18,2000,114503
District of Columbia,DC,68.0,DC,under18,1998,113839
District of Columbia,DC,68.0,DC,total,1998,565232
District of Columbia,DC,68.0,DC,under18,1997,119531
District of Columbia,DC,68.0,DC,total,1997,567739
District of Columbia,DC,68.0,DC,under18,1996,121210
District of Columbia,DC,68.0,DC,total,1996,572379
District of Columbia,DC,68.0,DC,total,1995,580519
District of Columbia,DC,68.0,DC,under18,1995,123620
District of Columbia,DC,68.0,DC,total,1993,595302
District of Columbia,DC,68.0,DC,under18,1993,120471
District of Columbia,DC,68.0,DC,under18,1994,122170
District of Columbia,DC,68.0,DC,total,1994,589240
District of Columbia,DC,68.0,DC,total,1991,600870
District of Columbia,DC,68.0,DC,under18,1991,116825
District of Columbia,DC,68.0,DC,under18,1992,118636
District of Columbia,DC,68.0,DC,total,1992,597567
District of Columbia,DC,68.0,DC,under18,1990,112632
District of Columbia,DC,68.0,DC,total,1990,605321
Florida,FL,65758.0,FL,total,1990,13033307
Florida,FL,65758.0,FL,under18,1990,2988807
Florida,FL,65758.0,FL,under18,1991,3045638
Florida,FL,65758.0,FL,total,1991,13369798
Florida,FL,65758.0,FL,total,1994,14239444
Florida,FL,65758.0,FL,under18,1994,3299887
Florida,FL,65758.0,FL,under18,1993,3214066
Florida,FL,65758.0,FL,total,1993,13927185
Florida,FL,65758.0,FL,total,1992,13650553
Florida,FL,65758.0,FL,under18,1992,3120439
Florida,FL,65758.0,FL,under18,1995,3366468
Florida,FL,65758.0,FL,total,1995,14537875
Florida,FL,65758.0,FL,total,1996,14853360
Florida,FL,65758.0,FL,under18,1996,3431695
Florida,FL,65758.0,FL,under18,1998,3557561
Florida,FL,65758.0,FL,under18,1997,3502269
Florida,FL,65758.0,FL,total,1997,15186304
Florida,FL,65758.0,FL,total,1998,15486559
Florida,FL,65758.0,FL,total,1999,15759421
Florida,FL,65758.0,FL,under18,1999,3611711
Florida,FL,65758.0,FL,total,2000,16047515
Florida,FL,65758.0,FL,under18,2000,3654880
Florida,FL,65758.0,FL,total,2001,16356966
Florida,FL,65758.0,FL,under18,2001,3714439
Florida,FL,65758.0,FL,total,2002,16689370
Florida,FL,65758.0,FL,under18,2002,3774624
Florida,FL,65758.0,FL,total,2003,17004085
Florida,FL,65758.0,FL,under18,2003,3820876
Florida,FL,65758.0,FL,total,2004,17415318
Florida,FL,65758.0,FL,under18,2004,3890734
Florida,FL,65758.0,FL,total,2005,17842038
Florida,FL,65758.0,FL,under18,2005,3968178
Florida,FL,65758.0,FL,total,2006,18166990
Florida,FL,65758.0,FL,under18,2006,4022912
Florida,FL,65758.0,FL,total,2007,18367842
Florida,FL,65758.0,FL,under18,2007,4031098
Florida,FL,65758.0,FL,total,2008,18527305
Florida,FL,65758.0,FL,under18,2008,4018372
Florida,FL,65758.0,FL,total,2009,18652644
Florida,FL,65758.0,FL,under18,2009,3997283
Florida,FL,65758.0,FL,under18,2013,4026674
Florida,FL,65758.0,FL,total,2013,19552860
Florida,FL,65758.0,FL,under18,2010,3999532
Florida,FL,65758.0,FL,total,2010,18846054
Florida,FL,65758.0,FL,under18,2011,4002550
Florida,FL,65758.0,FL,total,2011,19083482
Florida,FL,65758.0,FL,under18,2012,4012421
Florida,FL,65758.0,FL,total,2012,19320749
Georgia,GA,59441.0,GA,total,2012,9915646
Georgia,GA,59441.0,GA,under18,2012,2487831
Georgia,GA,59441.0,GA,under18,2011,2488898
Georgia,GA,59441.0,GA,total,2011,9810181
Georgia,GA,59441.0,GA,under18,2010,2490884
Georgia,GA,59441.0,GA,total,2010,9713248
Georgia,GA,59441.0,GA,total,2013,9992167
Georgia,GA,59441.0,GA,total,2009,9620846
Georgia,GA,59441.0,GA,under18,2009,2485781
Georgia,GA,59441.0,GA,under18,2013,2489709
Georgia,GA,59441.0,GA,total,2007,9349988
Georgia,GA,59441.0,GA,under18,2007,2456249
Georgia,GA,59441.0,GA,total,2008,9504843
Georgia,GA,59441.0,GA,under18,2008,2479097
Georgia,GA,59441.0,GA,total,2005,8925922
Georgia,GA,59441.0,GA,under18,2005,2353604
Georgia,GA,59441.0,GA,total,2006,9155813
Georgia,GA,59441.0,GA,under18,2006,2406014
Georgia,GA,59441.0,GA,total,2003,8622793
Georgia,GA,59441.0,GA,under18,2003,2278710
Georgia,GA,59441.0,GA,total,2004,8769252
Georgia,GA,59441.0,GA,under18,2004,2308855
Georgia,GA,59441.0,GA,total,2001,8377038
Georgia,GA,59441.0,GA,under18,2001,2215390
Georgia,GA,59441.0,GA,total,2002,8508256
Georgia,GA,59441.0,GA,under18,2002,2249784
Georgia,GA,59441.0,GA,total,1999,8045965
Georgia,GA,59441.0,GA,under18,1999,2130698
Georgia,GA,59441.0,GA,total,2000,8227303
Georgia,GA,59441.0,GA,under18,2000,2176576
Georgia,GA,59441.0,GA,total,1997,7685099
Georgia,GA,59441.0,GA,under18,1997,2034163
Georgia,GA,59441.0,GA,under18,1998,2078998
Georgia,GA,59441.0,GA,total,1998,7863536
Georgia,GA,59441.0,GA,under18,1996,1993171
Georgia,GA,59441.0,GA,total,1996,7501069
Georgia,GA,59441.0,GA,total,1995,7328413
Georgia,GA,59441.0,GA,under18,1995,1949818
Georgia,GA,59441.0,GA,under18,1992,1817781
Georgia,GA,59441.0,GA,total,1992,6817203
Georgia,GA,59441.0,GA,total,1993,6978240
Georgia,GA,59441.0,GA,under18,1993,1865021
Georgia,GA,59441.0,GA,under18,1994,1906539
Georgia,GA,59441.0,GA,total,1994,7157165
Georgia,GA,59441.0,GA,total,1991,6653005
Georgia,GA,59441.0,GA,under18,1991,1773675
Georgia,GA,59441.0,GA,under18,1990,1747363
Georgia,GA,59441.0,GA,total,1990,6512602
Hawaii,HI,10932.0,HI,under18,1990,279983
Hawaii,HI,10932.0,HI,total,1990,1113491
Hawaii,HI,10932.0,HI,total,1991,1136754
Hawaii,HI,10932.0,HI,under18,1991,287871
Hawaii,HI,10932.0,HI,under18,1994,307517
Hawaii,HI,10932.0,HI,total,1994,1187536
Hawaii,HI,10932.0,HI,total,1993,1172838
Hawaii,HI,10932.0,HI,under18,1993,301473
Hawaii,HI,10932.0,HI,under18,1992,295124
Hawaii,HI,10932.0,HI,total,1992,1158613
Hawaii,HI,10932.0,HI,total,1995,1196854
Hawaii,HI,10932.0,HI,under18,1995,310325
Hawaii,HI,10932.0,HI,under18,1996,311213
Hawaii,HI,10932.0,HI,total,1996,1203755
Hawaii,HI,10932.0,HI,under18,1998,304576
Hawaii,HI,10932.0,HI,total,1998,1215233
Hawaii,HI,10932.0,HI,total,1997,1211640
Hawaii,HI,10932.0,HI,under18,1997,309465
Hawaii,HI,10932.0,HI,total,2000,1213519
Hawaii,HI,10932.0,HI,under18,2000,295352
Hawaii,HI,10932.0,HI,total,1999,1210300
Hawaii,HI,10932.0,HI,under18,1999,299680
Hawaii,HI,10932.0,HI,total,2002,1239613
Hawaii,HI,10932.0,HI,under18,2002,293600
Hawaii,HI,10932.0,HI,total,2001,1225948
